article_id|chunk_id|question|answer|accuracy|completeness|clarity|contextual_relevance|cluster
73000525547|8|Какие статусы будут видны сотрудникам с добавленным доступом?|"Когда вы нажмете ""Сохранить"" после заполнения полей, будет добавлен доступ, который вы только что указали."|3|4|3|2|9
73000523527|3|Где можно посмотреть короткое видео?|На втором экране в коротком видео, приведенном по ссылке, наглядно и просто описывается весь процесс запуска обучения.|3|4|4|3|8
73000525536|4|Будут ли выбранные должности иметь доступ к просмотру и изменению заработной платы сотрудников?|"Сотрудник будет видеть информацию о зарплате и возможность изменения ее, а также доступ к просмотру выбранных бонусов и статусов, за исключением статуса ""Утвержден""."|3|4|4|2|0
73000525545|2|Выбранные должности имеют доступ к просмотру зарплат сотрудников и возможность их изменения?|Да, выбранные должности могут видеть зарплату сотрудников и иметь возможность ее изменить.|5|5|4|4|6
73000525536|3|Какие статусы из списка будут видны сотрудникам с добавленным доступом?|Да, доступ к просмотру заработной платы и возможность ее изменения будет у выбранных должностей.  [Ссылка на изображение](https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73031616541/original/S-Vto7kDf9MyUvcEEYZrnn9FYT0c2KiR7Q.png?1668480906) в приведенном вами примере показывает, как добавить доступ для HR-отдела к данным по всем должностям в проекте, включая информацию о заработной плате и возможность ее изменения.|4|5|3|2|4
73000525534|1|Какую информацию сотрудник сможет видеть в разделе?|"Сотрудники с добавленным доступом из списка статусов смогут видеть все статусы, кроме статуса ""Утвержден""."|3|4|3|2|9
73000525547|22|Какую информацию сотрудник увидит в разделе о доступе к должностям?|"Сотрудники с добавленным доступом могут изменять все статусы, кроме статуса ""Утвержден""."|2|4|3|2|9
73000525545|2|Какие бонусы добавлены в проект и будут видны сотрудникам с текущим доступом?|Сотрудник сможет видеть информацию о позициях, включая зарплату и возможность ее изменить, список доступных бонусов, а также статусы, которые могут быть отредактированы.|4|5|3|2|4
73000525533|9|Какие бонусы из списка добавленных в проект будут видеть сотрудники с текущим доступом?|"Сотрудники могут видеть и изменять все бонусы и статусы по ним, кроме бонусов со статусом ""Утвержден""."|4|4|3|3|1
73000525534|2|Какую информацию сотрудник будет видеть в разделе о позициях?|"Для сохранения добавленного доступа необходимо заполнить все соответствующие поля, а затем нажать на кнопку ""Сохранить"". После этого в списке отобразится добавленный доступ."|3|3|2|3|3
73000525547|18|Какие статусы, из списка, будут видеть сотрудники с добавленным доступом?|Сотрудник сможет видеть информацию о должностях, такую как зарплата и возможность ее изменения, доступные бонусы для просмотра и редактирования, а также статусы и их возможность редактирования.|4|5|3|2|4
73000588110|6|Как сохранить добавленный доступ в список?|"Сотрудники с добавленным доступом будут видеть и изменять зарплату, все бонусы и статусы по ним, кроме ""Утвержден""."|3|4|4|1|0
73000525556|18|Какие статусы будут видны сотрудникам с добавленным доступом?|"Сотрудники с текущим доступом смогут видеть и изменять все бонусы, кроме бонуса со статусом ""Утвержден""."|3|5|4|2|0
73000588110|6|Какие статусы будут видны сотрудникам с добавленным доступом?|"Сотрудники с добавленным доступом смогут видеть все статусы в отношении зарплаты и бонусов, кроме статуса ""Утвержден""."|4|5|4|4|6
73000525534|6|Будет ли сотрудник иметь доступ к просмотру зарплаты сотрудников и возможность ее изменить?|"Сотрудники с добавленным доступом смогут видеть все статусы по зарплате и бонусам, кроме статуса ""Утвержден""."|3|4|4|3|8
73000525533|2|Могут ли выбранные должности просматривать зарплаты сотрудников и изменять их?|Все доступы для сотрудников департамента кадров будут определяться администратором системы в соответствии с их ролями и обязанностями. Для более подробной информации о настройке доступов рекомендуется обратиться к администратору системы Platrum.|4|5|4|5|6
73000525556|2|Для каких выбранных должностей будет доступно просмотреть зарплату сотрудников и возможность ее изменить?|"Сотрудники с добавленным доступом смогут видеть и изменять зарплату, все бонусы и статусы по ним, кроме статуса ""Утвержден""."|3|3|4|2|0
73000525533|9|Будут ли выбранные позиции иметь доступ к просмотру зарплат сотрудников и возможность изменять их?|Доступ к просмотру заработной платы и возможность ее изменить зависит от должности сотрудника. В документе не указано, какие должности имеют такой доступ.|4|5|3|2|4
73000588110|1|Какие статусы будут видны сотрудникам с добавленным доступом?|В разделе о доступности позиций для сотрудника будет отображаться информация о должностях, которые он сможет видеть. Он также сможет просмотреть и изменить зарплату сотрудников, которые находятся под его ответственностью. Сотрудник с таким доступом также будет иметь возможность просмотреть список бонусов, доступных для сотрудников, и выбрать, какие из них они увидят. Кроме того, он сможет выбрать статусы, которые он будет видеть и иметь возможность их изменить. Пример доступа для отдела кадров представлен на следующей странице документа: [ссылка на пример доступа](https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73031616541/original/S-Vto7kDf9MyUvcEEYZrnn9FYT0c2KiR7Q.png?1668480906)|4|5|4|4|6
73000525553|5|Какие статусы будут видны сотрудникам с добавленным доступом?|Сотрудник будет видеть информацию по выбранным должностям, включая зарплату (с возможностью ее изменения), доступные бонусы на просмотр и доступные статусы на редактирование.|3|4|3|4|5
73000525547|18|Могут ли выбранные позиции просматривать зарплату сотрудников и иметь возможность изменять ее?|"Из списка статусов сотрудники с добавленным доступом смогут видеть все статусы, кроме статуса ""Утвержден""."|3|4|4|1|0
73000525533|2|Какие бонусы будут видны сотрудникам с текущим доступом?|Сотрудник сможет видеть информацию о зарплате и бонусах, просматривать определенные статусы и вносить изменения в зарплату (если у него есть соответствующие права доступа).|4|5|4|5|6
73000525547|20|Какие статусы будут видны сотрудникам с добавленным доступом из списка статусов?|Сотрудник будет видеть информацию о том, к каким должностям у него есть доступ в разделе.|4|5|3|2|4
73000525545|4|Какую информацию о должностях сотрудники будут видеть в разделе?|"Из предоставленных документов следует, что во вкладке ""Сотрудники"" можно увидеть историю назначений сотрудников и период, который они находились на выбранной должности. Однако, информация о зарплатах сотрудников и возможность их изменения не упоминаются. Поэтому, по данной информации нельзя сказать, что выбранные позиции могут просматривать зарплаты сотрудников и изменять их."|4|5|3|2|4
73000525536|4|Какие бонусы из списка, добавленных в проект, смогут видеть сотрудники с текущим доступом?|Согласно документу, сотрудник будет видеть информацию о зарплате, бонусах и статусах, относящихся к выбранным должностям.|5|5|4|3|1
73000525547|24|На какие должности предоставляется доступ в разделе?|Информация о возможности видеть и изменять зарплаты не содержится в предоставленных документах.|2|3|4|1|7
73000525536|1|К каким должностям будет доступ?|Добавленный только что доступ отображается в списке доступов.|4|4|4|3|1
73000525757|3|Какую информацию будет видеть сотрудник в разделе о доступе к каким должностям?|"Чтобы сохранить добавленный доступ, необходимо заполнить все поля, указанные в форме, и нажать на кнопку ""Сохранить"". После этого доступ будет отображаться в списке."|2|3|4|3|2
73000588110|5|Какая информация доступна сотрудникам в разделе о должностях?|"Сотрудники с добавленным доступом смогут видеть и изменять зарплату, все бонусы и статусы по ним, кроме статуса ""Утвержден""."|4|5|3|2|4
73000525533|6|Какие бонусы будут видны сотрудникам с текущим доступом?|В примере доступ добавляется для HR-отдела. Сотрудники этого отдела смогут видеть данные по всем должностям в проекте. (Source: текст выделен цитатой)|4|4|3|4|5
73000588110|6|Могут ли выбранные должности просматривать зарплаты сотрудников и изменять их?|Сотрудники будут видеть данные по всем должностям в проекте.|4|5|3|2|4
73000525547|20|Будут ли выбранные должности иметь доступ к просмотру заработной платы сотрудников и возможность ее изменения?|К сожалению, документы не содержат информации о возможности просмотра и изменения зарплаты на платформе Platrum.|5|4|5|3|1
73000525535|9|Какую информацию сотрудник сможет видеть в разделе о позициях?|"Из предоставленных материалов не указано, что в системе Platrum есть возможность просмотра и изменения заработной платы сотрудников. Вкладка ""Сотрудники"" содержит информацию об истории назначений сотрудников и периоде, когда они занимали определенную должность, но не включает информацию о заработной плате. Для получения точной информации о возможностях системы в отношении заработной платы рекомендуется обратиться к дополнительной документации или обратиться к администратору системы Platrum."|4|5|3|2|4
73000524292|5|Какие статусы из списка будут видны сотрудникам с добавленным доступом?|"В разделе ""Positions"" можно увидеть следующую информацию: - Доступ к каким должностям имеет сотрудник (включая возможность просматривать и изменять зарплату). - Какие бонусы доступны для просмотра выбранными должностями. - Какие статусы доступны для редактирования выбранными должностями.  Пример добавления доступа для отдела можно посмотреть по ссылке: [ссылка на пример](https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73031616541/original/S-Vto7kDf9MyUvcEEYZrnn9FYT0c2KiR7Q.png?1668480906)"|4|5|3|2|4
73000525547|15|Какие бонусы сотрудники смогут видеть?|"Сотрудники с данным доступом смогут видеть все бонусы, за исключением тех, которые имеют статус ""Утвержден""."|4|5|5|3|1
73000525554|1|Какие бонусы будут видны сотрудникам с текущим доступом из списка добавленных к проекту?|"Сотрудникам с текущим доступом будут видны все бонусы, кроме тех, которые имеют статус ""Утвержден""."|2|4|3|3|2
73000524292|10|Какие бонусы будут видны сотрудникам с текущим доступом?|Сотрудники с текущим доступом смогут видеть только те бонусы, которые были выбраны из списка добавленных в проекте бонусов. Информация о других бонусах для них будет недоступна. |5|5|4|4|6
73000587211|1|Будут ли выбранные должности иметь доступ к просмотру заработной платы сотрудников и возможность изменять ее?|"Для определения, к каким должностям будет предоставлен доступ к просмотру и изменению заработной платы, необходимо проверить информацию, которая заполняется во вкладке ""Сотрудники"" на платформе Platrum. Конкретные должности, имеющие доступ к просмотру и изменению заработной платы, могут быть указаны в списке доступов для сотрудников с текущим доступом. Вы можете проверить это, перейдя по ссылке: [ссылка на изображение для иллюстрации](https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73031616541/original/S-Vto7kDf9MyUvcEEYZrnn9FYT0c2KiR7Q.png?1668480906) На примере добавления доступа для HR-отдела видно, что все сотрудники этого отдела смогут видеть данные по всем должностям в проекте. Подробно описанный функционал позволяет настроить доступ к просмотру и изменению заработной платы для разных должностей в соответствии с требованиями вашей компании."|3|4|4|5|5
73000525553|6|Какую информацию увидит сотрудник в данном разделе?|Сотрудник с добавленным доступом сможет видеть все статусы, выбранные из списка, которые будут указаны при добавлении доступа.|4|5|3|2|4
73000524292|5|Какие бонусы из списка, добавленного к проекту, будут видны сотрудникам с текущим доступом?|"В разделе ""Positions"" можно увидеть информацию о должностях, к которым предоставлен доступ. Эта информация включает следующие пункты:  1. Зарплата: сотрудник с выбранным доступом может просматривать и изменять информацию о заработной плате (если разрешено).  2. Бонусы, доступные на просмотр: сотрудник с выбранным доступом может видеть список добавленных в проекте бонусов.  3. Статусы, доступные на редактирование: сотрудник с выбранным доступом может видеть список статусов и иметь возможность редактировать их.  Заполнение полей с информацией о доступе к должностям позволяет определить, какая информация будет видна сотрудникам с данной должностью в проекте. После сохранения изменений, добавленный доступ будет отображаться в списке доступов. [Ссылка на изображение примера доступа для HR-отдела](https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73031616541/original/S-Vto7kDf9MyUvcEEYZrnn9FYT0c2KiR7Q.png?1668480906)  Пример настройки доступа: в примере добавляется доступ для HR-отдела. Все сотрудники HR-отдела смогут видеть данные по всем должностям в проекте. "|4|5|3|2|4
73000525547|18|Какие бонусы, из списка добавленных к проекту, будут видеть сотрудники с текущим доступом?|Сотрудники с добавленным доступом смогут видеть все статусы из списка.|3|4|4|4|5
73000525547|24|Как сохранить добавленный доступ?|В рамках данной информации в документе не указано, какие статусы из списка будут видны сотрудникам с добавленным доступом.|4|5|3|2|4
73000523527|1|Какая услуга предоставляется Platrum?|Platrum - это сервис автоматизации менеджмента.|4|4|4|3|1
73000524292|6|На какие должности будет предоставлен доступ?|Да, выбранные должности могут просматривать заработную плату сотрудников и иметь возможность ее изменять.|3|4|4|2|0
73000525547|14|Как сохранить добавленный доступ?|"Сотрудники с доступом смогут видеть все бонусы, кроме тех, которые имеют статус ""Утвержден""."|3|4|3|3|8
73000525547|15|Какую информацию будет видеть сотрудник в разделе?|"Сотрудники с добавленным доступом смогут видеть все статусы по зарплате и бонусам, кроме статуса ""Утвержден""."|4|4|4|3|1
73000525533|4|Могут ли выбранные должности видеть и изменять заработную плату?|"Сотрудники с добавленным доступом смогут видеть все статусы по зарплате и бонусам, кроме статуса ""Утвержден""."|3|4|4|3|8
73000525554|1|"Что произойдет после нажатия ""Сохранить""? Как отобразится только что добавленный доступ в списке?"|"Сотрудник сможет видеть информацию по должностям, включая зарплату (и возможность ее изменения), доступные бонусы, а также статусы, за исключением статуса ""Утвержден""."|4|5|3|2|4
73000587211|1|Какие бонусы будут видны сотрудникам с текущим доступом?|Сотрудники с выбранным доступом смогут видеть только те бонусы, которые были добавлены в проекте и выбраны в списке доступных для просмотра. Другие бонусы им не будут видны.|5|5|4|5|6
73000525554|18|Из списка статусов, какие статусы будут видны у сотрудников с добавленным доступом?|Сотрудник в разделе будет видеть информацию по должностям, зарплату (и возможность ее изменить), список добавленных в проекте бонусов, а также статусы, доступные для редактирования.|3|4|3|4|5
73000525555|3|На какие должности есть доступ в разделе?|Из материалов, предоставленных в документах, не содержится информации о том, будут ли выбранные позиции иметь доступ для просмотра зарплат сотрудников и возможность изменять их.|3|4|4|2|0
73000525545|5|Какие статусы из списка сотрудники с добавленным доступом увидят и смогут изменить?|"Сотрудники с добавленным доступом смогут видеть все статусы по зарплате и бонусам, кроме статуса ""Утвержден""."|2|4|4|3|2
73000525547|17|Будет ли доступ для выбранных позиций просматривать оклады сотрудников и изменять их?|"В разделе ""Access to which positions"" можно увидеть информацию о должностях, к которым доступ предоставляется. Это включает возможность видеть и изменять зарплату, просматривать определенные бонусы и редактировать определенные статусы. Список должностей и доступные им возможности могут быть настроены в соответствии с требованиями компании."|3|5|4|5|5
73000588110|4|Какие статусы будут видны для сотрудников с добавленным доступом?|"Сотрудники с добавленным доступом смогут просматривать все статусы из списка, кроме статуса ""Утвержден""."|3|4|3|2|9
73000525534|5|Могут ли выбранные должности видеть и изменять заработную плату сотрудников?|"Сотрудник в разделе сможет видеть информацию по должностям, зарплату (и изменять ее), бонусы (которые будут доступны для просмотра), а также статусы (которые будут доступны для изменения, кроме статуса ""Утвержден"")."|4|5|3|2|4
73000525534|4|Какую информацию увидит сотрудник в разделе о доступе к должностям?|Сотрудники увидят информацию по тем должностям, доступ к которым им предоставят. В разделе они смогут просматривать информацию о должностях, включая зарплату (и возможность ее изменения), список бонусов, доступных для просмотра, и список статусов, доступных для редактирования.  |4|5|3|2|4
73000525554|3|Кан доступ к зарплатам сотрудников и возможность их изменить?|"Сотрудники с добавленным доступом смогут просматривать и изменять все статусы по зарплате и бонусам, кроме статуса ""Утвержден""."|4|5|3|2|4
73000525547|24|Какие статусы сотрудники с добавленным доступом могут видеть?|"Сотрудники с добавляемым доступом смогут видеть и изменять все бонусы и статусы, кроме статуса ""Утвержден""."|4|5|3|2|4
73000588110|5|Какие бонусы будут видны сотрудникам с выбранным доступом?|В разделе доступна информация для всех должностей, которые имеют доступ к платформе Platrum.|4|5|4|4|6
73000525759|1|Можно ли просматривать и изменять заработную плату выбранных должностей?|"У сотрудников будет возможность видеть все бонусы, кроме ""Утвержден""."|2|3|4|3|2
73000588110|3|Какие статусы смогут видеть сотрудники с добавленным доступом?|Сотрудники будут видеть данные по всем должностям в проекте.|5|5|4|5|6
73000525547|8|Будут ли выбранные должности иметь доступ к просмотру и изменению заработной платы сотрудников?|"Сотрудникам с текущим доступом будут видны все бонусы, кроме статуса ""Утвержден""."|4|4|4|3|1
73000525554|1|Какие из статусов сотрудники с добавленным доступом будут видеть?|Сотрудники с добавленным доступом смогут видеть все статусы, выбранные из списка.|5|5|4|3|1
73000525533|4|Какие бонусы будут видны сотрудникам с текущим доступом?|Из предоставленных материалов можно сделать вывод, что в разделе информацию будут видеть все сотрудники HR-отдела.|3|4|4|3|8
73000525533|2|На скриншоте приведен пример добавления доступа для отдела кадров. Будут ли все сотрудники отдела иметь доступ к данным по всему проекту?|Сотрудники с текущим доступом смогут видеть только те бонусы, которые были добавлены в проекте и выбраны в списке добавленных бонусов для видимости сотрудниками с таким доступом.|3|4|4|5|5
73000588110|4|Доступен ли просмотр и изменение зарплаты?|Информация доступна для всех сотрудников.|3|3|4|3|8
73000544921|2|Могут ли выбранные должности просматривать и изменять заработную плату?|Из предоставленных документов не указано, что выбранные должности имеют доступ к просмотру и изменению зарплат сотрудников. Материалы указывают на настройку доступа к статьям и разделам в рамках системы Platrum. Если требуется настроить доступ к зарплатам сотрудников, необходимо обратиться к дополнительным материалам или к администратору системы Platrum для получения подробной информации по этому вопросу.|5|5|4|3|1
73000588110|4|Какие бонусы будут видимы для выбранных должностей?|"Сотрудники с добавленным доступом смогут просматривать все статусы из списка, за исключением статуса ""Утвержден""."|3|4|2|3|3
73000525554|4|Можно ли просматривать и изменять заработную плату?|Да, у выбранных должностей будет доступ к просмотру зарплат сотрудников и возможность их изменения.|4|5|4|4|6
73000588110|3|Какие бонусы будут видимы для сотрудников с текущим доступом?|"На основании предоставленных документов, выбранные должности могут просматривать и изменять регламенты своих секций, но нет информации о возможности просмотра и изменения заработной платы сотрудников. Информация о заработной плате сотрудников может быть доступна только для администратора проекта, тренера и администратора академии в разделе ""Отчеты""."|3|4|3|4|5
73000525533|2|Какую информацию можно увидеть в разделе о должностях?|В соответствии с предоставленной информацией нет уточнений о добавлении конкретного доступа для департамента кадров. Для получения подробной информации о доступе для департамента кадров рекомендуется обратиться к ответственному сотруднику или руководителю, которые могут предоставить нужную информацию о настройке доступа в Платруме.|3|4|2|2|9
73000587211|6|"В каком поле нужно нажать ""Сохранить"" после заполнения?"|Сотрудник, которому выдан доступ только на просмотр, сможет видеть все статьи в разделе, но не сможет просматривать комментарии к статьям и историю изменений. Он также не сможет предложить изменения или добавить доступ другому сотруднику.|2|3|4|1|7
73000525535|6|Будет ли доступ к просмотру и изменению зарплаты?|Да, выбранные должности будут иметь доступ к просмотру заработной платы сотрудников и возможность ее изменения. (ссылка на изображение: [ссылка])|4|5|3|2|4
73000525533|9|Какие статусы из списка увидят сотрудники с добавленным доступом?|"Чтобы сохранить добавленный доступ к программе, необходимо из настроек программы удалить статус ""Черновик"". После удаления этого статуса доступ к программе станет доступным для всех добавленных в нее сотрудников."|4|4|3|3|1
73000587211|10|Какие статусы сотрудники с добавленным доступом увидят?|"Сотрудники с текущим доступом будут видеть те бонусы, которые были выбраны из списка добавленных в проекте бонусов. Конкретные бонусы, доступные для просмотра, зависят от выбранных параметров доступа.   Document excerpt №2: ""Бонусы, доступные на просмотр - из списка добавленных в проекте бонусов выберите те, которые будут видеть сотрудники с текущим доступом."""|3|4|4|4|5
73000525534|2|Какие статусы сотрудники с добавленным доступом смогут видеть?|Сотрудники будут видеть информацию о всех должностях в проекте. Это включает в себя данные о зарплате (с возможностью изменения), бонусах (выбранных для просмотра) и статусах (выбранных для редактирования).|4|4|3|4|5
73000525534|9|На картинке пример добавления доступа для отдела HR. Что это значит?|"Сотрудники с добавленным доступом смогут видеть и изменять все статусы по зарплате и бонусам, кроме статуса ""Утвержден""."|4|4|4|3|1
73000587211|4|Какие бонусы сотрудники с текущим доступом могут видеть?|Сотрудники с текущим доступом смогут видеть те бонусы, которые будут выбраны из списка добавленных в проект. Конкретные бонусы, доступные для просмотра, должны быть указаны в настройках доступа.|5|5|4|5|6
73000525535|5|Какие статусы будут видны сотрудникам с добавленным доступом?|"Сотрудник будет иметь доступ к следующей информации в разделе:  - Зарплата (возможность просмотра и изменения) - Бонусы, выбранные в проекте (возможность просмотра) - Статусы (возможность просмотра и изменения), кроме статуса ""Утвержден""."|4|5|4|4|6
73000525533|8|Будут ли выбранные должности иметь доступ к просмотру зарплат сотрудников и возможность их изменения?|Из предоставленных материалов не указано, будут ли выбранные должности иметь доступ к просмотру и изменению заработной платы сотрудников.|4|5|4|5|6
73000525533|6|Какие должности будут видеть информацию в разделе?|В примере доступ добавляется для HR-отдела. Они смогут видеть данные по всем должностям в проекте. Все сотрудники HR-отдела будут иметь доступ к этим данным.|4|5|4|5|6
73000525547|5|Что нужно сделать после заполнения полей?|"Сотрудник будет видеть информацию по позициям, включая зарплату (с возможностью ее изменения), доступные бонусы и статусы, за исключением статуса ""Утвержден""."|4|4|4|3|1
73000525534|9|Как сохранить добавленный доступ?|"Сотрудник в разделе о доступных должностях увидит следующую информацию: - Какие должности он будет видеть в разделе. - Будет ли у выбранных должностей доступ на просмотр и изменение зарплаты сотрудников. - Какие бонусы будут видеть сотрудники с выбранными должностями. - Какие статусы будут видеть сотрудники с выбранными должностями и иметь возможность их изменять.  Для сохранения добавленного доступа нужно нажать на кнопку ""Сохранить"". После сохранения в списке отобразится только что добавленный доступ. [Ссылка на изображение](https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73031616541/original/S-Vto7kDf9MyUvcEEYZrnn9FYT0c2KiR7Q.png?1668480906)  Пример: если добавляем доступ для HR-отдела, то все сотрудники этого отдела смогут видеть данные по всем должностям в проекте. "|4|5|3|2|4
73000525533|9|Какую информацию сотрудники смогут видеть в разделе о позициях?|Сотрудник будет видеть информацию о том, к каким должностям у него есть доступ в разделе. Он также сможет видеть и изменять зарплату сотрудников, просматривать выбранные бонусы и редактировать определенные статусы.|4|5|4|5|6
73000525534|1|Имеют ли выбранные должности доступ к просмотру и изменению заработной платы сотрудников?|"Сотрудникам с добавленным доступом из списка статусов будут видны все статусы, кроме ""Утвержден""."|3|4|2|3|3
73000588110|1|Могут ли выбранные должности просматривать и изменять заработную плату сотрудников?|"В разделе о должностях сотрудник сможет видеть информацию о следующем: - Зарплате (и возможность ее изменить). - Бонусах, доступных для просмотра. - Статусах (за исключением статуса ""Утвержден""), доступных для редактирования.   Пример добавления доступа для HR-отдела можно увидеть по ссылке: [Ссылка на пример](https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73031616541/original/S-Vto7kDf9MyUvcEEYZrnn9FYT0c2KiR7Q.png?1668480906)."|4|4|4|5|6
73000525553|5|Будут ли выбранные должности иметь доступ к просмотру и изменению заработной платы сотрудников?|Сотрудник сможет видеть информацию по должностям, включая зарплату (и возможность ее изменить), бонусы, доступные на просмотр, и статусы, доступные на редактирование.|3|4|4|3|8
73000525547|9|Какую информацию можно увидеть в разделе о должностях?|На скриншоте примера добавляется доступ для департамента HR: (ссылка). Если такой доступ добавлен, сотрудники департамента HR смогут видеть данные по всем должностям в проекте.|3|4|4|3|8
73000525545|1|Могут ли выбранные должности просматривать и изменять зарплату сотрудников?|"Сотрудники с добавленным доступом смогут видеть и изменять все статусы по зарплате и бонусам, кроме статуса ""Утвержден""."|3|4|4|2|0
