question;chunk_from_text;chunk_from_video;answer
Почему не ставятся автоматические курсы ?;score: 0.30472922, Суть данного инструмента в том, что для сотрудников, проходивших курсы академии раз в определенный период, автоматически формируется новый курс, содержащий в себе понемногу вопросов от каждого пройденного ранее. Задача такого курса - освежить знания сотрудника по ранее пройденному материалу. В курс попадают только закрытые вопросы, в которых есть варианты ответа. За счет этого не требуется проверка администратором или тренером, курс проверяется автоматически.Вопросы в курсе имеют случайный порядок и не привязаны к материалам (как в обычном курсе). Такая реализация дополнительно поможет убедиться, что сотрудник действительно знает материал, а не списал его в прошлый раз.В курс с автоматическим контролем знаний попадают только закрытые вопросы из тестов, закрытые вопросы из экзамена требуют проверки тренером, поэтому не могут быть проконтролированы автоматически.;score: 0.29221556, По умолчанию они не будут создаваться никому, у кого нет ни одного пройденного курса. То есть, условно, владельцу компании, который никогда, например, курсы не проходит, его не будут беспокоить какие-то уведомления о том, что на вас создан новый курс и так далее. В принципе, сюда дополнительно вносить владельца, если он, например, курсы никогда не проходит, не нужно. Но если есть сотрудники, которые курсы проходят, но по какой-то причине вы хотите, чтобы эта должность была исключена из автоматического создания, вы можете здесь исключить конкретную какую-то должность.;
как можно добавить видео с хостинга Vimeo в обучение?;score: 0.27245188, О том, как создаются обучающие курсы, вы можете узнать из нашего короткого видео:https://www.youtube.com/embed/esLVA9YBT04;score: 0.32267475, И также нам с вами осталось рассмотреть возможность разместить в дашборде какие-то внешние данные. Это можно сделать с помощью встраивания этих данных через iFrame. Для этого мы с вами нажимаем на кнопку «Добавить виджет» и в окне добавления виджета мы выбираем особую опцию «Добавить iFrame». У нас добавился виджет особого вида. Здесь мы видим подсказку, что нужно добавить ссылку на iFrame в настройках виджета справа. Вот наши настройки и здесь появилось поле для ввода ссылки. Мы, например, попробуем сюда встроить какие-то данные из Google таблицы. Допустим, вы там ведете какой-то внешний отчет. Итак, у меня открыт какой-то когортный отчет в Google таблице и я хочу добавить его к себе на дашборд в Platrum для того, чтобы на одном экране видеть и все интересующие меня метрики и прочие показатели, которые я считаю здесь отдельно. Что мы для этого делаем? Конкретно в случае с Google таблицами у нас такой алгоритм действия. Мы переходим в раздел «Файл». Здесь у нас есть пункт «Опубликовать в интернете». Мы на него нажимаем. Здесь выбираем «Встроить». Далее выбираем, мы хотим встроить весь документ, всю таблицу или конкретный лист. Давайте это будет конкретный лист с данным отчетом. И нажимаем на «Опубликовать». Подтверждаем. У нас появляется ссылка, которая нам как раз и понадобится. Мы с вами копируем эту ссылку и вставляем данную ссылку в соответствующее поле. Давайте назовем этот отчет «Отчет из Google таблицы». И мы с вами видим, что у нас на нашем дашборде теперь вводятся данные с Google таблицей. Мы можем пронаблюдать, что видны не все данные. Их, конечно, здесь можно проскроллить, но это будет не очень удобно. Давайте зададим размеры таким образом, чтобы видеть больше данных. Вот мы с вами добавили данные из нашего отчета. И теперь у нас на одном экране видны метрики, которые ведутся в Platrum и данные, которые собираются где-то в другой системе. Естественно, встроить таким образом с помощью iFrame можно данные из различных систем, которые поддерживают такую возможность.;
Подскажите, пожалуйста, где можно изучить описание модуля Бизнес- процессы;"score: 0.2794783, Чтобы создать шаблон бизнес-процесса, вам нужно перейти во вкладку ""Конструктор бизнес-процесса"" и нажать на + в правом верхнем углу страницы.Перед вами откроется страница с настройками бизнес-процесса:https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73028114145/original/UwRiVLDJdlaZeCtcc6C7dh4FPHVAyYPMrA.png?1666091391На этой странице вы можете редактировать любые действия и шаги, чтобы настроить бизнес-процесс под задачи вашей команды.В поле Информация о процессе вы можете внести название процесса и родительский процесс, если он есть.Родительский процесс - процесс, который предшествует текущему создаваемому дочернему процессу.Например: родительский процесс ""Согласование вакансии"" с подпроцессом ""Заявка на найм"".В поле ""Сущности процесса"" можно добавить сущности, которые понадобятся вам при прохождении по шагам процесса. Подробнее о них можно узнать в разделе Сущности процессов.";score: 0.25093877, Добрый день! В этом видео рассмотрим, что такое бизнес-процессы в Platrum, какие задачи с помощью них можно решать, ну и главное, как можно их настраивать. Итак, механика бизнес-процессов в Platrum подразумевает возможность решения различных задач в бизнесе, которые требуют у вас какого-то системного пошагового подхода. Это может быть совершенно любой процесс, может быть какая-то задача в отделе продаж, какая-то задача оптимизации в найме, в кадрах, в административно-хозяйственном отделе. Неважно, если вы можете свой процесс как-то структурировать, разложить его по определенным шагам, выделив, что на каждом из конкретных шагов и кто, самое главное, на каждом из конкретных шагов должен сделать для достижения результата, обозначив все возможные результаты в этих процессах, вы всегда можете такой процесс перенести в Platrum для того, чтобы вести их четко, структурировано, сохраняя всю историю и не допуская никаких ошибок.  Итак, давайте посмотрим на примере уже нескольких созданных процессов, как вообще это может работать и что это такое. Сейчас мы с вами находимся в разделе бизнес-процессов, здесь мы видим три основных страницы. Сегодня основной фокус мы с вами направим на работу со 3 страницами бизнес-процессов и с конструкторами бизнес процессов. Собственно, обычному пользователю проекта доступна только одна страница, она называется бизнес-процесс и отсюда он может создавать те процессы, которые ему доступны. Конструктор бизнес-процессов и страница с сущностями бизнес-процессов, с настройкой сущностей бизнес-процессов доступна только администратору либо тому, кого Вы назначите, выдав ему соответствующие права и доступ.;
можно ли в базе знаний поставить ограничение по времени прохождения урока?;score: 0.2649169, Позволяет ограничить количество вопросов, которые попадут в один автоматический курс. Нужно для тех случаев, когда сотрудник за все время прошел очень большое количество курсов, чтобы за раз ему не назначилось, например, 100 вопросов.;score: 0.27976894, Ну, давайте здесь подчеркнем основную мысль. Вы задаете структуру документов в базе знаний согласно вашей структуре компании. Конечно, если нужно какие-то документы показывать всем сотрудникам, вы просто всегда можете создать отдельный раздел, который называется «Для всех сотрудников», и он будет объединять документы, которые видят все. Дальше в каждый раздел, в каждую папку и категорию вы выдаете правильный доступ на редактирование и просмотр, например, в каждом отделе начальник может редактировать и просматривать только сотрудники этого отдела. В каждом направлении, в каком-то более маленьком подразделении редактировать документы может, соответственно, руководитель этого направления. Дальше вы на основе этих, так скажем, должностных папок создаете обучающие курсы, и если вы при создании курса добавили не просто несколько статей по одной, а сразу всю категорию, относящуюся к должности, то при добавлении новых материалов в эту категорию эти статьи сразу будут попадать в курс. И далее, если вы включаете настройку, запрещающую вносить значительные изменения в документы и добавление вопросов, то вы создаете самоподдерживающуюся систему, которая растет и масштабируется вместе с вашими процессами. Вам не придется постоянно администрировать Академию. Вы создали обучающий курс, дальше количество материалов в папке растет, количество вопросов растет, все это сразу попадает в курс. Курс постоянно обновляется при любом изменении ваших боевых регламентов и материалов. Никто в вашей компании не будет проходить какие-то неактуальные устаревшие курсы, не будет такой ситуации, что вы внесли серьезные дополнения в регламент, например, после разбора какого-то инцидента. Какие-то из ваших сотрудников продолжают работу по старым скриптам, по старым методологиям, просто потому что они не видели, не знали этого изменения в регламенте. Ну и, наверное, последнее, о чем стоит рассказать, это автоматический контроль знаний. Это дополнительный инструмент в Академии, который позволяет включить автоматическое создание курса с определенной периодичностью. Вот мы с вами видим настройки. Мы можем задать настройку, например, чтобы этот курс создавался раз в 30 дней. Мы можем задать максимальное количество вопросов в этом курсе. А что это такое? Вот эти автоматические курсы контроля знаний, они состоят только из вопросов, и эти вопросы формируются случайным образом из уже пройденных сотрудникам курсов. То есть, если ваш какой-то старый сотрудник прошел все необходимые ему курсы, например, два года назад, то для поддержания тонуса и актуальности его знаний вы можете включить вот такой автоматический контроль знаний, указать здесь, например, максимальное количество вопросов в 4, чтобы сильно не отвлекать сотрудника от его работы и не прерывать его процессы. Вы можете исключить какие-то конкретные отделы, в которых вообще не должны касаться эти автоматические курсы. Понятно, вы можете добавить какую-то обложку, чтобы просто эти курсы покрасивее выглядели в списке. С этого момента раз в 30 дней для всех сотрудников, которые когда-либо проходили курсы, то есть, например, если у вас генеральный директор никакие курсы не проходит и в принципе Академии не касается, то его этот автоматический контроль знаний беспокоить не будет. Но если у сотрудника есть пройденный курс и он не исключен из участвующих в контроле, то ему периодически будет создаваться курс, который состоит из случайного набора вопросов из уже пройденных курсов.;
Как выдать доступ сотрудникам к определенным возможностям platrum?;score: 0.22113284, Чтобы выдать доступы к доске, нужно открыть настройки доски и выбрать “Управление доступами”https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73013809053/original/ZWhw6i4IFAXZlsazgdECsBMgPVZ1e_dTRQ.png?1655984015Как только доска создана, она будет доступна всем руководителям вашей вертикали, а также сотрудникам с доступом “Администрирование всех задач”.https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73013810006/original/bf_BPaCu-2kKScYmvgDXuGp_D09gWFg79w.png?1655984465Это системные доступы, их нельзя изменить или отредактировать, они будут меняться только с изменениями на орг.структуре. Полностью приватную доску в Platrum сделать нельзя, поскольку подразумевается, что это рабочее пространство, часть инфраструктуры компании и руководители должны понимать, какую работу ведут подчиненные.Роли - это подсказка, кем приходится данный сотрудник создателю доски, чтобы было понятно, почему он имеет к ней доступ:В дополнение к системным доступам вы можете дать доступ и другим сотрудникам проекта. Доступы можно выдавать двумя способами:(https://secure.helpscout.net/docs/5e70b5062c7d3a7e9ae94a29/article/5f4f6db92c7d3a352e91b044/#manage)https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73013810682/original/hDKKXAY8-wxsKxdie3it2mWhVbfHOMtXUw.png?1655984826;score: 0.22764227, В этом видео рассмотрим работу с доступами в инструменте управления паролями в Platrum. Итак, у меня уже создана первая категория и в нее добавлен первый пароль. И сейчас, как мы видим, этот пароль доступен только мне. Далее перед нами как раз таки станет задача тот или иной пароль выдать какому-то сотруднику. Сейчас по умолчанию, если какой-то сотрудник зайдет во вкладку пароли в Platrum, он увидит только личные и доступные мне. Естественно, категорию платежной системы, пока я не настрою какие-то доступы дополнительно, никто не увидит.;
как я могу удалить сотрудников?;score: 0.23589572, Для удаления сотрудника на странице списка сотрудников (в разделе «Компания») можно нажать на пиктограмму корзины напротив нужного сотрудника:https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003441367/original/5HwuMQkU7yElkO6u7w-gMSnkS465MYazXw.png?1645707542Либо откройте панель редактирования этого сотрудника (нажав на имя) и воспользуйтесь кнопкой «Удалить». В панели редактирования сотрудника можно также проставить дату увольнения.Если вы не можете открыть панель редактирования сотрудника, то вам не хватает доступа «Редактирование пользователей»Вы также можете не удалять сотрудников из структуры совсем, а поменять их статус. Тогда вы в любой момент сможете активировать его, но пока статус неактивен, сотрудник не сможет пользоваться сервисом в вашем проекте.;score: 0.22253808, Давайте с вами снимем нашего единственного сотрудника с этой структуры, а редактирование сотрудников, находящихся на должности, происходит в окне, которое открывается по нажатию на должность. Снимаем сотрудника и сохраняем наши изменения. Теперь давайте еще раз попробуем удалить. Удаляем структуру.;
что делает поле Статус в отчете Контроля качества?;"score: 0.243699, Статусы по проведенным проверкам в контроле качества нужны, чтобы вы могли проработать с сотрудникам ошибки. Это поможет сотрудникам не совершать те же ошибки вновь.Увидеть статусы по проверкам вы можете, если нажмете на фильтр ""Развернуть проблемы"".НовоеВ работеОтработаноОтклонено";score: 0.27922738, Итак у меня открыт проект и я уже перешел в раздел контроль качества. Здесь я вижу все чек-листы, которые созданы у меня в проекте. Вижу по ним общую информацию, то есть количество проверок за все время, дату последней проверки. Могу отредактировать или удалить конкретный чек-лист.;
как дать доступ только к одному боку бвзы знаний?;score: 0.32499248, Когда мы выдали доступ к разделу, сотрудникам выбранных должностей стали доступны все статьи раздела.Внутри статьи можно дополнительно настроить доступы. Это полезно, если внутри отдела много секций, чтобы администратор каждой из них мог сам вносить коррективы в регламенты своей секции, а сотрудники разных секций видели только свои регламенты, но при этом имели доступ к общим.Чтобы настроить права доступа для статьи в правом верхнем углу надо  нажать на троеточие, и в выпадающем меню выбрать “Доступ”.https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003641060/original/aJs8_8qY9Yjt5zvj7U-vKq9OElHtemqIEw.png?1646057630В появившемся окне можно проставить сотрудников для нужного типа доступа.У статей, в отличие от разделов есть 3 уровня доступа:https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003641061/original/ijEEAfcItHBTRtxLS-YSVTjmasosYBkIfw.png?1646057630Доступ на просмотр и редактирование работает по аналогии с теми же доступами  раздела.Дополнение:Если в статье дополнительно ограничить доступ на просмотр, тогда ее связь с родительскими доступами обрывается, а статья выводится отдельно в настройках доступа раздела.Так Администратор Базы знаний увидит, что в разделе есть статьи с особенными доступами.Доступы свыше родительских может выдать только Администратор Базы знаний.Если вы выдаете доступ к папке со статьями, то сотруднику становятся доступны все статьи этой папки. Исключение - если внутри папки есть статья со своими особенными доступами.Например, я выдала доступ к папке со статьями всем сотрудникам отдела продаж на комментирование. При этом, внутри папки ест статья, у которой доступ есть только у руководителя отдела продаж.Такую статью обычные сотрудники видеть не будут.;score: 0.3327154, Также мы можем добавить доступ к какому-то конкретному паролю. То есть сейчас я с вами зашел в редактирование доступа к конкретному паролю – «yandex.cassa» в данном случае. То есть я могу сейчас сюда выдать доступ к какому-то конкретному пользователю. Ну давайте выдадим доступ. Пусть это будет доступ, например, на редактирование. Сохраняем. И мы видим, что данный пароль уже стал доступен трем пользователям. И при этом если я добавлю сюда какой-то еще пароль, то он будет доступен всего двум пользователям, которые нас с вами наследуется от сотрудника, в котором доступна категория в целом. Таким образом вы можете выдавать доступ как ко всей категории сразу, если сотруднику априори будут нужны все пароли из этой категории, так и в какой-то конкретный пароль. Вот, например, сотрудник Олег Кузнецов, которому мы дали доступ к конкретному паролю, ему станет доступна категория «Платежная система» в меню, но там он будет видеть только один пароль — «Яндекс.Касса». Пароль PayPal и все следующие, которые я буду сюда добавлять, если я этого пользователя не добавлю к этим паролям, он не увидит.;
"какое время хранения версий в разделе ""История версий"".";score: 0.2529558, Сотрудники с доступом на редактирование могут видеть историю всех изменений статьи по датам и автору изменений. При необходимости можно выбрать одну из версий и в режиме редактирования появится кнопка “Восстановить версию”:https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003641263/original/OfN88jXT0Jv5SlE1eSDbUaJquGOQmSXILQ.png?1646057736https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003641241/original/aWReLIPyViImzzjn8TDw25JFiougw0-mUg.png?1646057729;score: 0.19523892, Ну и раз уж мы с вами находимся в этом подменю, то давайте сразу поговорим про историю версий. Ну, собственно, здесь все просто. После каждого изменения в структуре сохраняется отдельная версия, и вы можете в любой момент просмотреть эту историю и восстановить предыдущую версию. Версии хранятся только в течение трех дней, то есть основная задача истории версий – это просто уберечь вас от какого-то изменения. Например, если вы случайно удалили не тот отдел, который хотели, или что-то подобное. То есть мы предполагаем, что в данном случае вы сразу же поймете, что произошла какая-то проблема и сможете восстановить версию из последних, на последние три дня.;
Какое максимальное количество версий по одной статье?;score: 0.2963964, Помимо максимального кол-ва пользователей, есть два вида ограничений: месячные и общие. Например, вы можете создаватьдо 20 заявокв финпланированиив месяц,и при этом, независимо от периода, вы можете создать максимум 25 статей в Базе знаний проекта. Когда вы достигнете ограничения проект не будет заблокирован, вы просто не сможете создавать новые статьи, заявки, транзакции и тд (смотря, где достигнуто превышение).;score: 0.35044682, Ну и раз уж мы с вами находимся в этом подменю, то давайте сразу поговорим про историю версий. Ну, собственно, здесь все просто. После каждого изменения в структуре сохраняется отдельная версия, и вы можете в любой момент просмотреть эту историю и восстановить предыдущую версию. Версии хранятся только в течение трех дней, то есть основная задача истории версий – это просто уберечь вас от какого-то изменения. Например, если вы случайно удалили не тот отдел, который хотели, или что-то подобное. То есть мы предполагаем, что в данном случае вы сразу же поймете, что произошла какая-то проблема и сможете восстановить версию из последних, на последние три дня.;
Сколько хранится самая последняя версия?;score: 0.35112232, В случае, если вы сделали какое-то изменение и получили не тот результат, который хотели или случайно удалили нужный блок, то вы можете восстановить одну из предыдущих версий. Версии хранятся за последние 3 дня.Открыть список версий и выбрать нужную можно открыв пункт «История версий» в выпадающем списке по клику на три точки рядом с кнопкой настроек структуры.https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003437903/original/Iym-68tLwDyFPOQxpxPJ5JF6TK1qpGeYGQ.png?1645703785При выборе какой-то версии она сразу же восстанавливается, но при этом текущая также сохраняется, так что вы сможете отменить восстановление выбрав последнюю сохраненную версию.;score: 0.2968468, Ну и раз уж мы с вами находимся в этом подменю, то давайте сразу поговорим про историю версий. Ну, собственно, здесь все просто. После каждого изменения в структуре сохраняется отдельная версия, и вы можете в любой момент просмотреть эту историю и восстановить предыдущую версию. Версии хранятся только в течение трех дней, то есть основная задача истории версий – это просто уберечь вас от какого-то изменения. Например, если вы случайно удалили не тот отдел, который хотели, или что-то подобное. То есть мы предполагаем, что в данном случае вы сразу же поймете, что произошла какая-то проблема и сможете восстановить версию из последних, на последние три дня.;
как можно сделать бэкап всего проекта в отдельный проект или каким-либо другим образом.;score: 0.28890076, Данный функционал создан для того, чтобы вы не волновались за утерю своих данных. Например, какой-то сотрудник случайно или по злому умыслу удалил все данные с вашего проекта (Например, все статьи из Базы знаний, все курсы Академии или всех Сотрудников). Теперь это не превратится в большую проблему, когда придется вручную восстанавливать данные. Просто передайте в нашу поддержку отправленный вам на почту архив для восстановления всех утерянных данных.Бекап отправляется 1 раз в 30 дней, он будет содержаться в архиве с файлом в формате JSON.;score: 0.29964226, И мы с вами снова попали на окно выбора шаблона. Давайте опять выберем расширенный шаблон. В начале видео я говорил о том, что на стартовом экране выбора шаблона можно импортировать свой шаблон, но он должен быть в особом формате. Так вот, для того, чтобы куда-то загрузить шаблон структуры, вы сначала должны его экспортировать из уже настроенного проекта. Экспортируется он вместе со всеми настройками, поэтому произведя импорт данного шаблона в каком-то другом проекте, вы увидите уже полностью настроенную структуру.;
как поменять тип структуры?;score: 0.3079679, Самое простое изменение, которое вы можете сделать, это изменить ширину или высоту любого блока в структуре.Сделать это можно, наведя курсор на край границы блока, зажать клавишу мыши и перемещать в нужную сторону в зависимости от задачи.https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003437926/original/U2BjiOZ_9Oqlxz98CGVcSLFm41dhfj1L3w.png?1645703789;score: 0.29720837, И мы с вами снова попали на окно выбора шаблона. Давайте опять выберем расширенный шаблон. В начале видео я говорил о том, что на стартовом экране выбора шаблона можно импортировать свой шаблон, но он должен быть в особом формате. Так вот, для того, чтобы куда-то загрузить шаблон структуры, вы сначала должны его экспортировать из уже настроенного проекта. Экспортируется он вместе со всеми настройками, поэтому произведя импорт данного шаблона в каком-то другом проекте, вы увидите уже полностью настроенную структуру.;
я удалил сотрудников, но их задачи до сих пор у меня в делегированных, как их удалить?;score: 0.3093397, Для удаления сотрудника на странице списка сотрудников (в разделе «Компания») можно нажать на пиктограмму корзины напротив нужного сотрудника:https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003441367/original/5HwuMQkU7yElkO6u7w-gMSnkS465MYazXw.png?1645707542Либо откройте панель редактирования этого сотрудника (нажав на имя) и воспользуйтесь кнопкой «Удалить». В панели редактирования сотрудника можно также проставить дату увольнения.Если вы не можете открыть панель редактирования сотрудника, то вам не хватает доступа «Редактирование пользователей»Вы также можете не удалять сотрудников из структуры совсем, а поменять их статус. Тогда вы в любой момент сможете активировать его, но пока статус неактивен, сотрудник не сможет пользоваться сервисом в вашем проекте.;score: 0.28060138, Давайте с вами снимем нашего единственного сотрудника с этой структуры, а редактирование сотрудников, находящихся на должности, происходит в окне, которое открывается по нажатию на должность. Снимаем сотрудника и сохраняем наши изменения. Теперь давайте еще раз попробуем удалить. Удаляем структуру.;
Подскажите, можно ли сделать метрики своих подчиненных доступными другим подчиненным?;score: 0.27028584, Если вам нужно передать метрику между должностями:https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73026929150/original/00CVziXIASo2u4dj_CtWumxCXnqPe-HEow.png?1665136625Обратите внимание, что если у вас уже есть значения в метрике, то вставляемые значения заменят текущие, об этом будет предупреждение перед тем, как значения будут вставлены.;score: 0.253492, Создание метрик происходит очень просто, это достаточно простое окно, в котором вам нужно заполнить несколько параметров. Создавать метрики могут сотрудники с определенным доступом, по умолчанию напомним, у нас у владельца проекта есть все доступы, а дальше уже он сам распоряжается, кто и что может в проекте администрировать.;
я создал новый проект и на орг схеме не вижу возможности указать ЦКП;score: 0.31876564, Чтобы добавить проект, нажмите на кнопку “Создать” в правом верхнем углу страницыhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003735823/original/pz4N4fGZBjvudMIKleT6qwCGcxA8TyXttQ.png?1646158347В появившемся окне можно указать название проекта, а также выбрать его как проект по умолчанию. В этом случае при создании транзакций он будет проставляться в соответствующем поле автоматически.;score: 0.3278903, Мы создали заявку, и теперь, так как я ее автор, то, естественно, в разделе «Финансовое планирование» мне стала доступна эта заявка. В списке периодов у меня появился единственный тот период, в котором мне доступна хотя бы одна заявка. Я как автор заявки могу ее сам отклонить, то есть я ее создал, но понимаю, что, допустим, сейчас это не актуально. Далее я могу открыть эту заявку, я могу ее удалить, я же могу ее отредактировать. Для того, чтобы отредактировать, мне нужно перейти в режим редактирования, и здесь уже мне доступны все те же самые поля, которые были у меня изначально. Я могу что-то отредактировать и сохранить. Посмотрим на цепочку согласования. Мы видим, что следующим, кто должен согласовать заявку, является начальник отдела маркетинга. Это как раз мой руководитель.;
